frame,energy_per_atom,REF_energy_per_atom,volume,lattice
1936,,-697.578199339,585.239674412,9.068754 0.002242 0 -0.001238 9.068754 0 -4.533758 -4.535498 7.116042
1937,,-697.515782759,188.473129353,3.984538 0 0 -1.992269 3.450711 0 0 0 13.707646
1938,,-697.588305581,623.048905399,9.337357 0.001543 0 -0.00204 9.337357 0 -4.667659 -4.66945 7.146184
1939,,-697.64226102,202.205682116,6.317023 -0.282818 0.315929 0.277543 6.323555 0.260829 3.054982 2.820648 5.320097
1940,,-697.603604171,199.650844612,5.208893 0 0.133872 0 5.052691 0 0.486068 0 7.59832
1941,,-697.593092863,273.347847507,7.572765 0 0 3.786383 6.558207 0 3.786383 2.186069 5.50397
1942,,-697.551369537,247.83078319,6.783042 0 0 3.391521 5.874287 0 3.391521 1.958096 6.219788
1943,,-697.452193996,541.67220569,5.562133 0 0 -2.781067 4.816949 0 0 0 20.217299
1944,,-697.569814886,263.207722692,6.823373 0.541341 0.44645 2.130555 6.504783 0.44645 2.130555 1.6766 6.300836
1945,,-697.641053098,282.973675471,7.12677 -1.751731 0 -2.862464 6.757641 0 -2.132153 -2.502955 6.558532
1946,,-697.510490253,239.610068051,5.770245 0 0 0 6.426294 0 0 0 6.461751
1947,,-697.614062885,212.72758825,6.60145 -0.356786 0 -0.718226 6.571955 0 -2.941612 -3.107584 4.93245
1948,,-697.630952262,208.911458058,5.402911 -0.646964 0.338902 -0.785513 7.251847 0.975491 -2.196128 0.747315 5.333602
1949,,-697.681569139,655.339334331,7.916461 0 0 -3.95823 6.855856 0 0 0 12.07462
1950,,-697.590126503,268.757768447,7.419203 0 0 3.709601 6.425218 0 3.709601 2.141739 5.637881
1951,,-697.644326851,212.615278357,4.65362 0.351051 -0.117657 -0.46455 4.643664 -0.117657 0.161837 0.192961 9.75603
1952,,-697.619542337,235.939032722,6.335178 0.719195 0.682066 1.072319 6.28505 0.682066 1.072319 1.013944 6.240111
1953,,-697.604292037,265.611689741,4.475465 0.081945 0 -1.086047 6.091564 0 0 0 9.711019
1954,,-697.628929224,266.941560737,3.310222 0 0 0 6.41382 -1.515592 0 -3.62345 13.429323
1955,,-697.641822593,279.305865111,7.090776 -1.742171 0 -2.847304 6.723625 0 -2.121736 -2.490727 6.538789
1956,,-697.557823734,249.345973355,5.647505 0 0 0 5.647505 0 0 0 7.817882
1957,,-697.640748771,209.143390448,4.579662 -0.13977 -0.173685 0.109148 5.658567 -0.006137 0.434116 0.073453 8.049328
1958,,-697.621002523,205.744560448,4.484141 -0.404854 0.108289 -1.905087 6.921574 -0.352723 -0.295512 -3.857692 6.967249
1959,,-697.511730253,181.855743101,3.911336 0 0.514137 1e-06 5.820103 -3e-06 -1.005795 -2.910048 7.856402
1960,,-697.523179303,442.513847113,7.903641 -0.539919 0 -1.619297 7.754801 0 -3.142172 -3.607441 7.324342
1961,,-697.519185581,242.184054701,6.978908 0 0 0 6.978908 0 0 0 4.972452
1962,,-697.59415921,272.638949482,6.994182 0.715882 0.590397 2.340366 6.629763 0.590397 2.340366 1.841706 6.396127
1963,,-697.604357893,200.789006719,3.298333 0.031741 0.220609 1.216638 6.354489 -0.18341 1.247353 -0.268426 9.692804
1964,,-697.538006588,193.166024935,6.736095 0.48027 0.348341 3.463101 5.797634 0.348341 3.463101 2.13164 5.402778
1965,,-697.626928016,287.104075652,4.936316 -0.446423 0 0.470475 4.565082 0 0 0 12.62289
1966,,-697.591289151,389.998787308,4.619593 0.059793 -0.228957 -0.369941 7.199665 -0.023106 -2.611526 -3.147023 11.865476
1967,,-697.567084361,428.167942286,8.295028 0.036265 0.055178 -3.550276 7.496956 -0.055178 -3.550275 -3.024718 6.859918
1968,,-697.681392949,651.981539769,7.919279 0 0 -3.95964 6.858297 0 0 0 12.004204
1969,,-697.643647565,276.63413753,3.241324 -0.198386 -0.511477 0.30254 6.447315 -0.639428 -1.177411 1.357132 13.267741
1970,,-697.507620646,185.975777202,4.686309 0 0 0 7.646507 -1.402848 0 -4.845923 6.078986
1971,,-697.493748534,245.717305544,6.873721 -1.833292 0 -2.902758 6.494844 0 -1.985482 -2.330776 6.248828
1972,,-697.624459712,413.025459474,3.269676 0.112551 0 -0.383567 11.202897 0 0 0 11.262381
1973,,-697.624208775,332.535464651,5.921075 0.029115 -0.116082 -0.007507 6.518233 0.713323 -2.778475 -0.931098 8.570081
1974,,-697.641299359,207.672019847,7.184862 -0.913999 -0.75691 2.116169 5.229125 0.112394 2.116169 1.085037 5.116549
1975,,-697.637755469,208.987504365,7.151852 -0.882514 -0.730835 2.135169 5.2696 0.137162 2.135169 1.116915 5.151698
1976,,-697.615598201,409.131513729,3.282776 0 0 0 11.163769 0 0 0 11.163769
1977,,-697.58646941,213.852277257,4.268257 0 0 -2.134128 3.696419 0 0 0 13.554457
1978,,-697.631025136,206.742110121,7.035072 -0.821339 -0.680175 2.152752 5.295512 0.140765 2.152752 1.125284 5.176485
1979,,-697.624584694,412.047770031,3.269808 0 0 0 11.22568 0 0 0 11.22568
1980,,-697.588330106,623.01281076,9.338713 0.001449 0 -0.002135 9.338713 0 -4.668289 -4.670081 7.143695
1981,,-697.642774826,202.851899651,4.73097 -0.022481 -0.296628 -0.588611 4.663657 -0.987793 -0.70638 -1.126455 9.492151
1982,,-697.551472016,189.18976756,6.112347 -0.147179 0 -3.08812 5.276927 0 0 0 5.949382
1983,,-697.440631583,184.932646515,4.766054 -0.016427 -0.1921 0.233059 4.666058 -0.245942 -0.037613 0.053959 8.313165
1984,,-697.429014039,230.645702123,5.839777 0 0.018684 0 6.158993 0 -0.023879 0 6.412601
1985,,-697.551669825,188.571837859,6.151477 -0.196236 0 -3.149988 5.287414 0 0 0 5.909997
1986,,-697.651503533,419.644228722,6.527736 0 0 0 6.567009 0 0 -3.283505 9.789287
1987,,-697.639989281,206.999453312,4.674919 -0.057149 -0.10014 -2.232413 6.779486 0.183733 -2.269106 -2.530487 6.55479
1988,,-697.598160205,202.903527067,3.247037 0.545837 -0.358078 1.239791 6.995706 -0.444737 1.12069 1.596538 9.019246
1989,,-697.49232394,238.611103217,5.929141 0 0.017994 0 6.240785 0 -0.001329 0 6.44851
1990,,-697.590647883,194.761600722,3.401578 0 0 0 5.881497 -0.691796 0 -2.166576 9.989817
1991,,-697.55316065,188.59938164,5.456991 0 0 0 5.504085 0.704523 -2.728495 -0.778367 6.179534
1992,,-697.544934471,250.077546614,6.024878 0 0 0 6.024878 0 0 0 6.889349
1993,,-697.58065061,396.197604408,8.080293 0.963276 1.566268 -2.164588 7.844335 -1.566269 -2.164588 -4.936608 6.294179
1994,,-697.519706869,239.628370977,3.237347 0 0 0 6.54956 0 0 0 11.30152
1995,,-697.444053449,172.269454585,6.315404 0.69015 0.532317 2.799059 5.703149 0.532317 2.799059 1.963387 5.380927
1996,,-697.548884909,232.818919669,6.063595 0 0 3.031798 6.294011 0.295971 3.031798 1.314813 6.16226
1997,,-697.619531599,200.032873654,6.020214 0 -0.853316 0 6.556916 0 -2.378112 0 5.404532
1998,,-697.533499923,331.548887441,6.958808 -0.230525 0 -2.029509 6.660273 0 -2.464649 -3.214874 7.226482
1999,,-697.555929669,250.38621229,5.543199 0 -0.604777 0 5.552282 2e-06 -1.896025 -2.776144 8.342251
2000,,-697.599749192,468.796880618,8.311548 0.266827 0.207219 2.986777 7.76094 0.207219 2.986777 2.122186 7.468029
2001,,-697.241056251,200.733157608,6.204391 0.0487 0.077402 -1.827674 5.929288 0.077402 -1.827674 -2.496348 5.378726
2002,,-697.509343167,270.357371078,6.243397 0 0 -3.121698 5.40694 0 0 0 8.008768
2003,,-697.537862417,213.798494693,6.068511 0 0 0 6.378168 0 0 -3.189084 5.523655
2004,,-697.619033879,205.308933133,3.290979 0.207275 -0.421925 1.411506 7.263983 0.49484 -0.382219 1.916661 8.926521
2005,,-697.625081066,274.527662815,3.323323 0.003146 0 -0.036138 6.491332 0 0 0 12.725576
2006,,-697.44547842,232.533935187,5.862135 0 0.018648 0 6.178769 0 -0.018385 0 6.419846
2007,,-697.509038104,222.796724841,6.154322 -0.277592 -0.304795 -0.801349 6.108239 -0.304795 -0.801349 -0.872858 6.053231
2008,,-697.642059626,207.054188102,3.287754 -0.097646 -0.075073 0.204226 6.257282 1.085892 0.408535 4.488118 10.829152
2009,,-697.641052104,277.029623262,3.254373 0.189508 -0.249162 -0.787225 9.1835 -0.199833 -1.962001 -4.471265 9.496345
2010,,-697.627495388,275.104905675,3.303678 0.009918 0 -0.007271 6.516142 0 0 0 12.779346
2011,,-697.520845846,242.975516571,4.100367 0 0 2.050183 7.792647 0.155494 2.050183 1.56506 7.635451
2012,,-697.3336881,159.374913387,5.237959 0.20269 0.033585 -2.254423 5.639006 0.114692 -2.335288 -2.244363 5.250036
2013,,-697.495943218,178.7079931,6.424077 0.740798 0.571382 2.88368 5.788086 0.571382 2.88368 2.022744 5.453157
2014,,-697.578499056,322.479644943,7.294828 -1e-06 0 1e-06 7.294828 0 -3.647414 -3.647414 6.059994
2015,,-697.603560656,344.518040236,7.577649 0 0 0 7.577649 0 -3.788825 -3.788825 5.999886
2016,,-697.568451059,421.163031924,6.126363 0 0 0 8.909605 0 0 -4.454803 7.715944
2017,,-697.641002687,346.860459445,5.636911 -0.025756 -0.324444 -1.863876 5.321568 0.201815 -3.011876 -1.555209 11.727065
2018,,-697.369433211,177.736807431,4.603687 -0.06672 -0.223247 0.295721 4.611981 -0.257786 -0.074494 -0.001435 8.367103
2019,,-697.548052596,189.652919883,6.704082 0.955719 0.737151 3.181091 5.978191 0.737151 3.181091 2.231362 5.594925
2020,,-697.518508937,242.363647825,7.028882 0.196046 0.141425 3.412901 6.147822 0.141425 3.412901 2.073496 5.789329
2021,,-697.673379303,224.309495883,4.503361 0 0 -2.25168 3.900025 0 0 0 12.771547
2022,,-697.621327497,232.929337719,4.369971 0 0 -2.184985 3.784506 0 0 0 14.084338
2023,,-697.64078736,282.846976009,6.546768 0 0.015288 0 6.685345 0 -3.188212 0 6.455058
2024,,-697.544115003,249.240237115,6.249923 -2e-06 -1e-06 3.124964 6.957045 0.758855 3.124964 3.42078 6.105293
2025,,-697.638792538,223.453261912,4.335949 0 0 -2.167975 3.755042 0 0 0 13.724222
2026,,-697.555791371,354.444487241,7.315601 -0.174752 -0.220162 -1.525025 7.157014 -0.220162 -1.525025 -1.838871 6.920251
2027,,-697.492475022,573.303827839,6.593457 -0.074394 0 -3.245336 5.739948 0 0 0 15.24555
2028,,-697.557469752,187.579833897,5.648542 0 0 -2.824271 4.891781 0 0 0 6.78864
2029,,-697.652282493,282.377619315,6.328857 0 -0.058757 0 6.684598 0 -0.029039 0 6.674938
2030,,-697.591675986,194.736270127,3.399858 0 0 0 5.881788 -0.676124 0 -2.101419 9.979718
2031,,-697.574580412,321.345141648,7.29614 -1e-06 0 1e-06 7.29614 0 -3.64807 -3.64807 6.036503
2032,,-697.540276483,246.975144301,6.908071 -0.067998 1e-06 -3.420793 6.002021 0 -1.74364 -2.967012 5.990212
2033,,-697.4147302,471.566275098,8.204361 1.07889 0.96297 2.117138 7.99958 0.96297 2.117138 1.862169 7.839191
2034,,-697.553103885,381.47455889,4.25118 0 0 0 4.25118 0 0 0 21.107976
2035,,-697.642367228,208.975180187,4.629967 0 0 0 3.260167 0.235517 0 -0.763587 13.789328
2036,,-697.486578839,570.081215913,6.47477 -0.029229 0 -3.148526 5.657763 0 0 0 15.601273
2037,,-697.611696738,264.87260823,3.30833 0.087266 0 -0.023796 6.046752 0 0 0 13.239177
2038,,-697.637634761,272.259740858,3.286358 0 -0.229353 0 6.288218 0 -1.491931 0 13.278828
2039,,-697.676808058,220.024140077,5.010806 -2e-06 -1e-06 2.505407 7.354474 1.243158 2.505407 3.534823 6.568011
2040,,-697.560280482,199.360204327,4.251061 0 0 -2.125531 3.681527 0 0 0 12.738349
2041,,-697.672436405,432.931508722,6.51611 0 0 0 6.805139 0 0 -3.402569 9.763236
2042,,-697.622341823,279.37751531,6.224144 0 0.002078 0 6.634796 0 0.104392 0 6.765291
2043,,-697.593741275,194.476417073,6.310371 -1e-06 -1e-06 -2.103456 5.965416 0 -2.103456 -2.982708 5.166202
2044,,-697.635464864,267.52605737,6.448783 -2e-06 -2e-06 3.224394 7.155707 0.879326 3.224394 3.609385 6.24097
2045,,-697.643192195,277.650579143,3.272556 0 -0.351144 0 6.520528 0 -1.909821 0 13.216464
2046,,-697.55010612,193.647944948,5.730471 0 0 -2.865236 4.962734 0 0 0 6.809286
2047,,-697.641295349,208.388786739,5.549293 -0.733528 -0.753081 -2.962259 5.75111 0.71724 -1.084754 -1.465578 7.059194
2048,,-697.625604245,280.809506256,6.194214 0 -0.003697 0 6.651953 0 0.103612 0 6.815104
2049,,-697.487518516,180.099898254,6.111815 0 0 3.055907 5.292987 0 3.055907 1.764329 5.567272
2050,,-697.514095278,233.050415282,5.920376 0 0 2.960188 6.330724 0.084654 2.960188 1.11227 6.232823
2051,,-697.499144966,349.312508405,4.169371 0 0 0 4.169371 0 0 0 20.094308
2052,,-697.577916098,592.451588096,5.996572 0 0 -2.998286 5.193184 0 0 0 19.024625
2053,,-697.593752403,213.240726799,4.480754 -0.367542 0 -1.595612 4.185659 0 0 0 11.736867
2054,,-697.534673166,218.503280343,6.115177 0 0 0 6.423314 0 0 -3.211657 5.562753
2055,,-697.633494637,203.546219725,3.261276 0.402252 -0.342428 1.862675 7.364425 0.360977 -0.137947 1.852724 8.908181
2056,,-697.570397427,392.396208432,7.981658 -0.659858 -4e-06 -1.26196 7.908839 -4e-06 -3.359845 -3.624486 6.299213
2057,,-697.553048742,188.446270517,6.327404 -0.364631 0 -3.382507 5.359818 0 0 0 5.766345
2058,,-697.673500007,218.885013791,5.030761 -2e-06 -1e-06 2.515384 7.297621 1.194041 2.515384 3.470074 6.529899
2059,,-697.665458884,216.865974946,5.060152 -2e-06 -1e-06 2.530079 7.210105 1.123046 2.530079 3.374774 6.469756
2060,,-697.484899254,320.61293188,6.528403 -0.024985 0 -1.719261 6.298001 0 -2.404571 -3.136508 7.805942
2061,,-697.48106228,261.084118654,5.972841 0 0 2.986421 6.61885 -0.255378 2.986421 0.823579 6.572374
2062,,-697.628687559,333.837446979,7.37521 0 0 0 7.37521 0 -3.687605 -3.687605 6.137426
2063,,-697.628434451,269.227876588,6.547014 0 0 0 6.890854 0 0 -3.445427 5.967655
2064,,-697.642426832,202.505026343,4.724508 -0.018592 -0.295568 -0.583669 4.66044 -0.982396 -0.705729 -1.117272 9.490812
2065,,-697.640839661,282.68753834,6.54277 0 -0.030137 0 6.660364 0 -3.260635 0 6.502066
2066,,-697.618180491,275.151053559,4.362808 0 0 2.181404 8.049964 0.211667 2.181404 1.666933 7.878328
2067,,-697.557140606,258.088419979,6.510907 0 0 -3.255453 5.638611 0 0 0 7.029993
2068,,-697.638647747,273.921166462,3.282783 0 -0.248893 0 6.330689 0 -1.561842 0 13.298932
2069,,-697.629076337,278.745247179,3.292401 0.072167 -0.160553 -0.994473 9.189671 -0.218101 -1.53728 -4.462928 9.39422
2070,,-697.558210708,188.267997936,5.630727 0 0 -2.815363 4.876352 0 0 0 6.856729
2071,,-697.641754399,557.522993702,6.52656 0 0 0 9.242495 0 0 0 9.242495
2072,,-697.55049544,190.125215918,3.519765 0 0 0 5.999878 0 -1.759883 0 9.002925
2073,,-697.434422691,324.522547327,6.262891 0 0 0 7.364918 -0.810035 0 -1.668194 7.219093
2074,,-697.427736199,460.079732601,6.040524 0 0 -3.020262 5.231247 0 0 0 14.559728
2075,,-697.551591691,189.887680901,5.984191 0 0 -2.992096 5.303723 0 0 0 5.982883
2076,,-697.643297187,277.401175638,3.253405 0.178808 -0.359444 -0.322562 6.499435 0.537157 -1.735393 -1.277128 13.183918
2077,,-697.636660666,208.430773811,4.622439 0.248574 -0.122137 1.938781 7.024741 -0.057953 0.165035 0.311086 6.510944
2078,,-697.600597147,272.718875671,7.367248 0 0 3.683624 6.380224 0 3.683624 2.126741 5.80195
2079,,-697.49031635,177.581333926,3.428534 0 0 0 5.89391 0 -1.714267 0 8.787905
2080,,-697.595746298,274.22193405,7.368434 0 0 3.684217 6.381251 0 3.684217 2.127084 5.832049
2081,,-697.554066408,257.524612232,3.316377 0 -0.040051 0 6.474845 0 -0.285528 0 11.996383
2082,,-697.544320805,192.546182992,3.455113 0 0 0 6.063311 0 -1.727556 0 9.191001
2083,,-697.593952885,221.399974113,4.413304 0.082615 -0.113417 2.026555 3.921371 -0.113417 0.252445 0.156958 12.90918
2084,,-697.521711776,220.388011796,4.231285 0 0 0 7.524818 -0.652673 0 -2.474009 7.136396
2085,,-697.444690691,302.137441369,3.403649 0 0 0 7.248593 0 0 0 12.246333
2086,,-697.549966456,353.891995531,7.249685 0.338226 0.550426 -1.934722 6.99494 0.550426 -1.934722 -2.669376 6.488959
2087,,-697.6086007,207.044554411,4.654059 0.565371 0 1.505143 7.166817 0 2.327029 0.282686 6.369852
2088,,-697.530753868,253.350873702,5.456313 -0.039659 0 -0.172035 5.22686 0 0 0 8.885588
2089,,-697.556271292,185.011229727,5.579701 0 0 -2.78985 4.832163 0 0 0 6.861919
2090,,-697.601901188,485.164833441,8.434401 0.8322 0.689804 2.731145 8.023249 0.689804 2.731145 2.166084 7.756058
2091,,-696.993310717,183.991861759,5.843345 0.321283 0.282488 1.17539 5.732919 0.282488 1.17539 1.013865 5.649623
2092,,-697.518356723,253.15309838,6.893252 -0.183401 0 -0.27252 6.890305 0 -3.310366 -3.353452 5.335534
2093,,-697.53989771,348.896125242,7.045696 0 0 0 7.648884 0 -3.522848 -3.824442 6.474022
2094,,-697.608449992,197.813049728,3.557755 0.15251 0 -0.319953 5.65876 0 0 0 9.80181
2095,,-697.609911866,473.103709317,8.360665 0.819166 0.679 2.701661 7.954418 0.679 2.701661 2.142701 7.690426
2096,,-697.45772405,253.056052185,6.125017 0 0 -3.062509 5.304421 0 0 0 7.788816
2097,,-697.504378767,426.888769917,8.546512 0 0 0 7.594472 0 0 -3.797236 6.577006
2098,,-697.641198229,209.159967725,4.595514 0.241083 -0.12499 1.92341 7.076715 -0.210702 0.1464 0.135506 6.517653
2099,,-697.640227074,557.577826368,6.535014 0 0 0 9.236969 0 0 0 9.236969
2100,,-697.616669828,210.821952619,4.459266 -0.106571 -0.102754 0.152988 6.870366 -0.333884 0.152988 -0.083211 6.877971
2101,,-697.523989898,250.665868981,6.91409 -0.385755 0 -0.475126 6.908524 0 -3.219482 -3.261384 5.267985
2102,,-697.131599739,196.056651138,5.436201 0 0 -2.718101 4.707888 0 0 0 7.66055
2103,,-697.49686607,249.144823815,7.000992 0 0 3.500496 6.063037 0 3.500496 2.021012 5.869513
2104,,-697.592525827,209.840195294,4.18742 5e-06 0 -2.093715 4.085322 0 0 0 12.266357
2105,,-697.602909169,207.359925803,3.342116 0 0.214999 0 6.731097 0 -0.246316 0 9.201746
2106,,-697.570211371,273.778721811,4.465922 0.34516 0 -0.421862 5.012436 0 0 0 12.151332
2107,,-697.639554673,559.579049468,6.529758 0 0 0 9.257254 0 0 0 9.257254
2108,,-697.159570221,198.301306959,5.464801 0 0 -2.732401 4.732657 0 0 0 7.667366
2109,,-697.545910277,354.596612795,6.776499 0 0 0 8.155211 0 -3.38825 -4.077606 6.416438
2110,,-697.520298757,528.606568059,6.466676 0 0 3.233338 9.697076 0.735818 3.233338 4.241022 8.751482
2111,,-697.6773214,440.033480767,6.514914 0 0 0 6.687211 -0.355948 0 -3.807339 10.302905
2112,,-697.609007699,541.059777943,6.46747 0 0 0 9.14651 0 0 0 9.14651
2113,,-697.637405106,205.477314042,4.436991 0 -0.827659 0 6.341763 0 -0.909711 0 7.472089
2114,,-697.543505312,429.180106351,4.523908 0.442771 0 -0.873445 8.831289 0 0 0 10.63942
2115,,-697.634670758,270.860793481,6.468622 -0.168133 -0.156173 0.346754 6.46151 -0.156173 0.346754 0.320196 6.45546
2116,,-697.554840776,379.549146533,5.775595 0 0 0 5.775595 0 0 0 11.378226
2117,,-697.491122469,239.950606447,5.337445 -0.022679 0 -0.151354 5.139632 0 0 0 8.74804
2118,,-697.564550087,499.222284454,8.816071 0 0 4.408036 7.771407 0.127376 4.408036 2.588026 7.328923
2119,,-697.643563221,208.476846661,3.264058 0.020452 0.137414 -0.019531 6.504557 -0.502012 -0.416614 -2.500567 9.994084
2120,,-697.596272301,200.609711086,6.31516 -0.424829 -0.555063 -1.723511 6.090257 -0.555063 -1.723511 -2.126562 5.733852
2121,,-697.58227686,212.109634456,3.2659 0 0 0 6.457123 0 0 0 10.058158
2122,,-697.542970907,375.036998137,5.830171 0 0 0 5.830171 0 0 0 11.033455
2123,,-697.284358158,324.666964003,5.615752 0 0 0 5.615752 0 0 0 10.294903
2124,,-697.552829816,249.137728246,6.605826 0 0 -3.302913 5.720813 0 0 0 6.592568
2125,,-697.641448932,269.80427577,6.039885 -1.219551 -1.509821 1.528757 5.92776 1.612915 1.144665 -2.027277 6.302074
2126,,-697.482113638,243.351624253,6.355127 0 0 0 6.649511 0 0 -3.324755 5.758645
2127,,-697.606932663,271.342938104,6.925414 0 0 3.462707 5.997585 0 3.462707 1.999195 6.532755
2128,,-697.629380062,268.845444492,6.884741 0 0 -3.442371 5.962361 0 0 0 6.549329
2129,,-697.678888925,291.874879167,6.507951 -0.30628 -0.220941 0.249129 6.56314 -1.331632 0.249129 0.806802 6.648092
2130,,-697.566141907,499.381968535,8.90124 0 0 4.45062 7.716931 0.073983 4.45062 2.5201 7.294216
2131,,-697.668311034,453.235136297,6.584042 0 0 0 6.749338 -0.418453 0 -4.065611 10.451351
2132,,-697.609095183,269.227398485,4.656716 0 0 0 6.380892 0 0 0 9.060624
2133,,-697.597542582,202.764947429,6.300104 -0.657289 -0.781802 -1.57367 6.135707 -0.781802 -1.57367 -1.824044 5.910244
2134,,-697.629248403,270.025748768,6.551567 0 0 0 6.898659 0 0 -3.449329 5.974414
2135,,-697.642986494,274.96046296,4.746232 0 0 0 6.422218 0 0 0 9.020617
2136,,-697.550157178,519.772132076,7.16215 -0.682355 0 -3.660854 6.193557 0 0 0 12.416566
2137,,-697.641030753,269.68620492,6.030312 -1.263353 -1.509101 1.479135 5.936496 1.657541 1.148967 -2.04788 6.285459
2138,,-697.615922722,198.571443646,6.413391 0.462398 0 -1.742447 6.189448 0 -2.335472 -3.325923 4.902871
2139,,-697.489032618,325.560963112,6.097685 0 0 -3.048843 5.28075 0 0 0 10.110479
2140,,-697.518745246,347.286561794,6.261084 0 0 -3.130542 5.422258 0 0 0 10.229591
2141,,-697.500314909,440.631433918,4.833053 0 0 0 4.833053 0 0 0 18.863938
2142,,-697.584804602,213.651794193,4.3672 0.074535 -0.098367 1.998912 3.883599 -0.098367 0.288255 0.179223 12.699788
2143,,-697.597641383,203.616037654,6.35324 -0.434608 -0.56784 -1.740964 6.125486 -0.56784 -1.740964 -2.148097 5.764521
